backend,median,minimum,maximum,generic,threads
cpu,14.35,14.35,14.35,1,1
cpu,13.26,13.26,13.26,0,1
cpu,14.37,14.37,14.37,1,1
cpu,12.91,12.91,12.91,0,1
cpu,14.38,14.38,14.38,1,1
cpu,13.36,13.36,13.36,0,1
cpu,14.36,14.36,14.36,1,1
cpu,12.98,12.98,12.98,0,1
cpu,14.49,14.49,14.49,1,1
cpu,12.97,12.97,12.97,0,1
cpu,14.49,14.49,14.49,1,1
cpu,13.04,13.04,13.04,0,1
cpu,14.34,14.34,14.34,1,1
cpu,13.28,13.28,13.28,0,1
cpu,14.42,14.42,14.42,1,1
cpu,13.36,13.36,13.36,0,1
cpu,14.30,14.30,14.30,1,1
cpu,13.12,13.12,13.12,0,1
cpu,14.48,14.48,14.48,1,1
cpu,13.43,13.43,13.43,0,1
cpu,14.50,14.50,14.50,1,1
cpu,12.96,12.96,12.96,0,1
cpu,14.39,14.39,14.39,1,1
cpu,13.23,13.23,13.23,0,1
cpu,14.16,14.16,14.16,1,1
cpu,13.32,13.32,13.32,0,1
cpu,14.39,14.39,14.39,1,1
cpu,13.15,13.15,13.15,0,1
cpu,14.16,14.16,14.16,1,1
cpu,13.15,13.15,13.15,0,1
cpu,14.35,14.35,14.35,1,1
cpu,13.02,13.02,13.02,0,1
cpu,14.51,14.51,14.51,1,1
cpu,13.14,13.14,13.14,0,1
cpu,14.14,14.14,14.14,1,1
cpu,12.98,12.98,12.98,0,1
cpu,13.99,13.99,13.99,1,1
cpu,12.91,12.91,12.91,0,1
cpu,13.93,13.93,13.93,1,1
cpu,12.99,12.99,12.99,0,1
cpu,13.92,13.92,13.92,1,1
cpu,13.03,13.03,13.03,0,1
cpu,14.19,14.19,14.19,1,1
cpu,12.94,12.94,12.94,0,1
cpu,14.00,14.00,14.00,1,1
cpu,13.07,13.07,13.07,0,1
cpu,14.32,14.32,14.32,1,1
cpu,12.71,12.71,12.71,0,1
cpu,14.68,14.68,14.68,1,1
cpu,13.16,13.16,13.16,0,1
cpu,14.38,14.38,14.38,1,1
cpu,12.76,12.76,12.76,0,1
cpu,14.50,14.50,14.50,1,1
cpu,13.25,13.25,13.25,0,1
cpu,14.68,14.68,14.68,1,1
cpu,13.14,13.14,13.14,0,1
cpu,14.48,14.48,14.48,1,1
cpu,13.01,13.01,13.01,0,1
cpu,14.42,14.42,14.42,1,1
cpu,13.15,13.15,13.15,0,1
cpu,14.24,14.24,14.24,1,1
cpu,13.33,13.33,13.33,0,1
cpu,14.31,14.31,14.31,1,1
cpu,13.14,13.14,13.14,0,1
cpu,14.52,14.52,14.52,1,1
cpu,13.04,13.04,13.04,0,1
cpu,14.23,14.23,14.23,1,1
cpu,12.97,12.97,12.97,0,1
cpu,14.25,14.25,14.25,1,1
cpu,13.17,13.17,13.17,0,1
cpu,14.47,14.47,14.47,1,1
cpu,13.49,13.49,13.49,0,1
cpu,14.50,14.50,14.50,1,1
cpu,13.27,13.27,13.27,0,1
cpu,14.40,14.40,14.40,1,1
cpu,13.46,13.46,13.46,0,1
cpu,14.35,14.35,14.35,1,1
cpu,13.43,13.43,13.43,0,1
cpu,14.21,14.21,14.21,1,1
cpu,13.17,13.17,13.17,0,1
cpu,14.47,14.47,14.47,1,1
cpu,13.28,13.28,13.28,0,1
cpu,14.16,14.16,14.16,1,1
cpu,13.04,13.04,13.04,0,1
cpu,14.26,14.26,14.26,1,1
cpu,12.88,12.88,12.88,0,1
cpu,14.34,14.34,14.34,1,1
cpu,13.33,13.33,13.33,0,1
cpu,14.43,14.43,14.43,1,1
cpu,13.22,13.22,13.22,0,1
cpu,14.52,14.52,14.52,1,1
cpu,13.18,13.18,13.18,0,1
cpu,14.63,14.63,14.63,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.27,14.27,14.27,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.46,14.46,14.46,1,1
cpu,13.33,13.33,13.33,0,1
cpu,14.33,14.33,14.33,1,1
cpu,12.90,12.90,12.90,0,1
cpu,14.59,14.59,14.59,1,1
cpu,12.79,12.79,12.79,0,1
cpu,14.34,14.34,14.34,1,1
cpu,12.93,12.93,12.93,0,1
cpu,14.08,14.08,14.08,1,1
cpu,13.10,13.10,13.10,0,1
cpu,14.39,14.39,14.39,1,1
cpu,12.82,12.82,12.82,0,1
cpu,14.31,14.31,14.31,1,1
cpu,13.01,13.01,13.01,0,1
cpu,14.11,14.11,14.11,1,1
cpu,13.26,13.26,13.26,0,1
cpu,14.12,14.12,14.12,1,1
cpu,13.29,13.29,13.29,0,1
cpu,14.26,14.26,14.26,1,1
cpu,13.13,13.13,13.13,0,1
cpu,14.01,14.01,14.01,1,1
cpu,12.64,12.64,12.64,0,1
cpu,13.97,13.97,13.97,1,1
cpu,13.24,13.24,13.24,0,1
cpu,14.15,14.15,14.15,1,1
cpu,12.93,12.93,12.93,0,1
cpu,14.43,14.43,14.43,1,1
cpu,12.89,12.89,12.89,0,1
cpu,17.40,17.40,17.40,1,1
cpu,12.89,12.89,12.89,0,1
cpu,14.41,14.41,14.41,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.28,14.28,14.28,1,1
cpu,13.00,13.00,13.00,0,1
cpu,14.14,14.14,14.14,1,1
cpu,12.89,12.89,12.89,0,1
cpu,14.28,14.28,14.28,1,1
cpu,12.92,12.92,12.92,0,1
cpu,14.21,14.21,14.21,1,1
cpu,12.89,12.89,12.89,0,1
cpu,14.19,14.19,14.19,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.44,14.44,14.44,1,1
cpu,12.79,12.79,12.79,0,1
cpu,14.16,14.16,14.16,1,1
cpu,12.86,12.86,12.86,0,1
cpu,14.16,14.16,14.16,1,1
cpu,12.85,12.85,12.85,0,1
cpu,14.12,14.12,14.12,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.17,14.17,14.17,1,1
cpu,12.86,12.86,12.86,0,1
cpu,14.46,14.46,14.46,1,1
cpu,12.82,12.82,12.82,0,1
cpu,14.40,14.40,14.40,1,1
cpu,12.81,12.81,12.81,0,1
cpu,14.17,14.17,14.17,1,1
cpu,13.10,13.10,13.10,0,1
cpu,13.99,13.99,13.99,1,1
cpu,13.14,13.14,13.14,0,1
cpu,14.12,14.12,14.12,1,1
cpu,13.05,13.05,13.05,0,1
cpu,14.24,14.24,14.24,1,1
cpu,13.05,13.05,13.05,0,1
cpu,14.03,14.03,14.03,1,1
cpu,13.00,13.00,13.00,0,1
cpu,14.21,14.21,14.21,1,1
cpu,13.45,13.45,13.45,0,1
cpu,14.51,14.51,14.51,1,1
cpu,12.93,12.93,12.93,0,1
cpu,14.32,14.32,14.32,1,1
cpu,12.83,12.83,12.83,0,1
cpu,14.45,14.45,14.45,1,1
cpu,13.08,13.08,13.08,0,1
cpu,14.44,14.44,14.44,1,1
cpu,13.06,13.06,13.06,0,1
cpu,14.14,14.14,14.14,1,1
cpu,12.91,12.91,12.91,0,1
cpu,14.13,14.13,14.13,1,1
cpu,12.89,12.89,12.89,0,1
cpu,14.39,14.39,14.39,1,1
cpu,13.02,13.02,13.02,0,1
cpu,14.44,14.44,14.44,1,1
cpu,12.95,12.95,12.95,0,1
cpu,14.21,14.21,14.21,1,1
cpu,12.97,12.97,12.97,0,1
cpu,14.46,14.46,14.46,1,1
cpu,13.04,13.04,13.04,0,1
cpu,14.52,14.52,14.52,1,1
cpu,13.30,13.30,13.30,0,1
cpu,14.60,14.60,14.60,1,1
cpu,13.08,13.08,13.08,0,1
cpu,14.65,14.65,14.65,1,1
cpu,12.98,12.98,12.98,0,1
cpu,14.33,14.33,14.33,1,1
cpu,13.19,13.19,13.19,0,1
cpu,14.12,14.12,14.12,1,1
cpu,13.11,13.11,13.11,0,1
cpu,14.60,14.60,14.60,1,1
cpu,13.15,13.15,13.15,0,1
cpu,14.22,14.22,14.22,1,1
cpu,12.94,12.94,12.94,0,1
cpu,14.31,14.31,14.31,1,1
cpu,13.02,13.02,13.02,0,1
cpu,10.13,10.13,10.13,1,2
cpu,8.76,8.76,8.76,0,2
cpu,10.17,10.17,10.17,1,2
cpu,8.63,8.63,8.63,0,2
cpu,10.16,10.16,10.16,1,2
cpu,8.16,8.16,8.16,0,2
cpu,9.97,9.97,9.97,1,2
cpu,9.32,9.32,9.32,0,2
cpu,10.24,10.24,10.24,1,2
cpu,8.82,8.82,8.82,0,2
cpu,10.02,10.02,10.02,1,2
cpu,9.47,9.47,9.47,0,2
cpu,10.11,10.11,10.11,1,2
cpu,7.81,7.81,7.81,0,2
cpu,10.23,10.23,10.23,1,2
cpu,8.29,8.29,8.29,0,2
cpu,10.25,10.25,10.25,1,2
cpu,8.26,8.26,8.26,0,2
cpu,9.98,9.98,9.98,1,2
cpu,9.42,9.42,9.42,0,2
cpu,10.08,10.08,10.08,1,2
cpu,8.53,8.53,8.53,0,2
cpu,9.13,9.13,9.13,1,2
cpu,8.59,8.59,8.59,0,2
cpu,9.60,9.60,9.60,1,2
cpu,9.41,9.41,9.41,0,2
cpu,9.02,9.02,9.02,1,2
cpu,9.34,9.34,9.34,0,2
cpu,10.49,10.49,10.49,1,2
cpu,8.19,8.19,8.19,0,2
cpu,10.46,10.46,10.46,1,2
cpu,9.32,9.32,9.32,0,2
cpu,10.22,10.22,10.22,1,2
cpu,9.57,9.57,9.57,0,2
cpu,9.59,9.59,9.59,1,2
cpu,8.89,8.89,8.89,0,2
cpu,10.11,10.11,10.11,1,2
cpu,9.21,9.21,9.21,0,2
cpu,9.22,9.22,9.22,1,2
cpu,8.44,8.44,8.44,0,2
cpu,10.18,10.18,10.18,1,2
cpu,9.24,9.24,9.24,0,2
cpu,8.59,8.59,8.59,1,2
cpu,9.19,9.19,9.19,0,2
cpu,10.24,10.24,10.24,1,2
cpu,9.14,9.14,9.14,0,2
cpu,9.99,9.99,9.99,1,2
cpu,9.54,9.54,9.54,0,2
cpu,10.11,10.11,10.11,1,2
cpu,9.26,9.26,9.26,0,2
cpu,8.96,8.96,8.96,1,2
cpu,7.85,7.85,7.85,0,2
cpu,10.20,10.20,10.20,1,2
cpu,8.51,8.51,8.51,0,2
cpu,9.11,9.11,9.11,1,2
cpu,9.33,9.33,9.33,0,2
cpu,10.11,10.11,10.11,1,2
cpu,9.43,9.43,9.43,0,2
cpu,10.02,10.02,10.02,1,2
cpu,9.33,9.33,9.33,0,2
cpu,10.62,10.62,10.62,1,2
cpu,9.32,9.32,9.32,0,2
cpu,10.01,10.01,10.01,1,2
cpu,9.41,9.41,9.41,0,2
cpu,10.14,10.14,10.14,1,2
cpu,9.27,9.27,9.27,0,2
cpu,9.43,9.43,9.43,1,2
cpu,9.27,9.27,9.27,0,2
cpu,10.05,10.05,10.05,1,2
cpu,9.38,9.38,9.38,0,2
cpu,10.24,10.24,10.24,1,2
cpu,8.16,8.16,8.16,0,2
cpu,9.84,9.84,9.84,1,2
cpu,9.46,9.46,9.46,0,2
cpu,10.16,10.16,10.16,1,2
cpu,8.72,8.72,8.72,0,2
cpu,9.81,9.81,9.81,1,2
cpu,8.54,8.54,8.54,0,2
cpu,10.08,10.08,10.08,1,2
cpu,8.54,8.54,8.54,0,2
cpu,9.84,9.84,9.84,1,2
cpu,9.50,9.50,9.50,0,2
cpu,9.66,9.66,9.66,1,2
cpu,9.35,9.35,9.35,0,2
cpu,10.60,10.60,10.60,1,2
cpu,9.87,9.87,9.87,0,2
cpu,10.13,10.13,10.13,1,2
cpu,9.41,9.41,9.41,0,2
cpu,10.43,10.43,10.43,1,2
cpu,9.27,9.27,9.27,0,2
cpu,10.07,10.07,10.07,1,2
cpu,9.48,9.48,9.48,0,2
cpu,10.05,10.05,10.05,1,2
cpu,9.46,9.46,9.46,0,2
cpu,10.13,10.13,10.13,1,2
cpu,9.36,9.36,9.36,0,2
cpu,9.34,9.34,9.34,1,2
cpu,9.29,9.29,9.29,0,2
cpu,10.37,10.37,10.37,1,2
cpu,8.90,8.90,8.90,0,2
cpu,9.59,9.59,9.59,1,2
cpu,9.32,9.32,9.32,0,2
cpu,10.06,10.06,10.06,1,2
cpu,9.27,9.27,9.27,0,2
cpu,10.18,10.18,10.18,1,2
cpu,9.14,9.14,9.14,0,2
cpu,9.95,9.95,9.95,1,2
cpu,9.37,9.37,9.37,0,2
cpu,9.84,9.84,9.84,1,2
cpu,9.11,9.11,9.11,0,2
cpu,10.12,10.12,10.12,1,2
cpu,9.35,9.35,9.35,0,2
cpu,10.45,10.45,10.45,1,2
cpu,8.46,8.46,8.46,0,2
cpu,9.91,9.91,9.91,1,2
cpu,8.33,8.33,8.33,0,2
cpu,10.03,10.03,10.03,1,2
cpu,9.54,9.54,9.54,0,2
cpu,10.01,10.01,10.01,1,2
cpu,9.32,9.32,9.32,0,2
cpu,9.66,9.66,9.66,1,2
cpu,9.29,9.29,9.29,0,2
cpu,10.59,10.59,10.59,1,2
cpu,9.16,9.16,9.16,0,2
cpu,9.84,9.84,9.84,1,2
cpu,8.21,8.21,8.21,0,2
cpu,9.90,9.90,9.90,1,2
cpu,9.30,9.30,9.30,0,2
cpu,10.12,10.12,10.12,1,2
cpu,8.27,8.27,8.27,0,2
cpu,10.45,10.45,10.45,1,2
cpu,9.35,9.35,9.35,0,2
cpu,10.10,10.10,10.10,1,2
cpu,9.24,9.24,9.24,0,2
cpu,10.05,10.05,10.05,1,2
cpu,9.44,9.44,9.44,0,2
cpu,10.26,10.26,10.26,1,2
cpu,9.27,9.27,9.27,0,2
cpu,9.01,9.01,9.01,1,2
cpu,9.53,9.53,9.53,0,2
cpu,10.14,10.14,10.14,1,2
cpu,9.53,9.53,9.53,0,2
cpu,9.67,9.67,9.67,1,2
cpu,9.36,9.36,9.36,0,2
cpu,10.27,10.27,10.27,1,2
cpu,9.22,9.22,9.22,0,2
cpu,10.02,10.02,10.02,1,2
cpu,9.68,9.68,9.68,0,2
cpu,9.30,9.30,9.30,1,2
cpu,9.18,9.18,9.18,0,2
cpu,9.95,9.95,9.95,1,2
cpu,8.46,8.46,8.46,0,2
cpu,9.07,9.07,9.07,1,2
cpu,9.29,9.29,9.29,0,2
cpu,9.34,9.34,9.34,1,2
cpu,8.24,8.24,8.24,0,2
cpu,8.87,8.87,8.87,1,2
cpu,9.25,9.25,9.25,0,2
cpu,8.89,8.89,8.89,1,2
cpu,8.84,8.84,8.84,0,2
cpu,9.08,9.08,9.08,1,2
cpu,9.30,9.30,9.30,0,2
cpu,9.93,9.93,9.93,1,2
cpu,8.28,8.28,8.28,0,2
cpu,10.14,10.14,10.14,1,2
cpu,9.43,9.43,9.43,0,2
cpu,9.68,9.68,9.68,1,2
cpu,8.55,8.55,8.55,0,2
cpu,10.07,10.07,10.07,1,2
cpu,9.21,9.21,9.21,0,2
cpu,10.03,10.03,10.03,1,2
cpu,9.49,9.49,9.49,0,2
cpu,10.23,10.23,10.23,1,2
cpu,9.45,9.45,9.45,0,2
cpu,10.23,10.23,10.23,1,2
cpu,8.23,8.23,8.23,0,2
cpu,8.94,8.94,8.94,1,2
cpu,9.24,9.24,9.24,0,2
cpu,9.73,9.73,9.73,1,2
cpu,9.26,9.26,9.26,0,2
cpu,9.66,9.66,9.66,1,2
cpu,9.40,9.40,9.40,0,2
cpu,10.15,10.15,10.15,1,2
cpu,9.42,9.42,9.42,0,2
cpu,10.10,10.10,10.10,1,2
cpu,8.65,8.65,8.65,0,2
cpu,10.23,10.23,10.23,1,2
cpu,8.32,8.32,8.32,0,2
cpu,9.94,9.94,9.94,1,2
cpu,8.48,8.48,8.48,0,2
cpu,10.45,10.45,10.45,1,2
cpu,9.41,9.41,9.41,0,2
cpu,8.98,8.98,8.98,1,2
cpu,8.69,8.69,8.69,0,2
cpu,9.13,9.13,9.13,1,2
cpu,8.56,8.56,8.56,0,2
cpu,10.13,10.13,10.13,1,2
cpu,9.55,9.55,9.55,0,2
cpu,9.98,9.98,9.98,1,2
cpu,8.38,8.38,8.38,0,2
cpu,7.69,7.69,7.69,1,3
cpu,6.68,6.68,6.68,0,3
cpu,7.66,7.66,7.66,1,3
cpu,6.67,6.67,6.67,0,3
cpu,7.70,7.70,7.70,1,3
cpu,7.09,7.09,7.09,0,3
cpu,7.45,7.45,7.45,1,3
cpu,6.27,6.27,6.27,0,3
cpu,7.79,7.79,7.79,1,3
cpu,7.12,7.12,7.12,0,3
cpu,7.74,7.74,7.74,1,3
cpu,6.79,6.79,6.79,0,3
cpu,6.79,6.79,6.79,1,3
cpu,6.77,6.77,6.77,0,3
cpu,7.36,7.36,7.36,1,3
cpu,6.62,6.62,6.62,0,3
cpu,7.81,7.81,7.81,1,3
cpu,7.08,7.08,7.08,0,3
cpu,7.77,7.77,7.77,1,3
cpu,7.23,7.23,7.23,0,3
cpu,7.32,7.32,7.32,1,3
cpu,7.11,7.11,7.11,0,3
cpu,7.63,7.63,7.63,1,3
cpu,7.00,7.00,7.00,0,3
cpu,7.59,7.59,7.59,1,3
cpu,7.03,7.03,7.03,0,3
cpu,7.84,7.84,7.84,1,3
cpu,6.75,6.75,6.75,0,3
cpu,7.40,7.40,7.40,1,3
cpu,7.16,7.16,7.16,0,3
cpu,7.77,7.77,7.77,1,3
cpu,6.72,6.72,6.72,0,3
cpu,7.59,7.59,7.59,1,3
cpu,6.62,6.62,6.62,0,3
cpu,7.32,7.32,7.32,1,3
cpu,6.93,6.93,6.93,0,3
cpu,7.72,7.72,7.72,1,3
cpu,7.09,7.09,7.09,0,3
cpu,7.66,7.66,7.66,1,3
cpu,7.08,7.08,7.08,0,3
cpu,7.48,7.48,7.48,1,3
cpu,7.09,7.09,7.09,0,3
cpu,7.70,7.70,7.70,1,3
cpu,7.20,7.20,7.20,0,3
cpu,7.68,7.68,7.68,1,3
cpu,7.04,7.04,7.04,0,3
cpu,7.82,7.82,7.82,1,3
cpu,7.07,7.07,7.07,0,3
cpu,7.67,7.67,7.67,1,3
cpu,6.95,6.95,6.95,0,3
cpu,7.83,7.83,7.83,1,3
cpu,7.18,7.18,7.18,0,3
cpu,7.31,7.31,7.31,1,3
cpu,6.97,6.97,6.97,0,3
cpu,7.63,7.63,7.63,1,3
cpu,6.71,6.71,6.71,0,3
cpu,7.78,7.78,7.78,1,3
cpu,7.20,7.20,7.20,0,3
cpu,7.60,7.60,7.60,1,3
cpu,6.80,6.80,6.80,0,3
cpu,7.28,7.28,7.28,1,3
cpu,6.67,6.67,6.67,0,3
cpu,7.36,7.36,7.36,1,3
cpu,7.09,7.09,7.09,0,3
cpu,7.66,7.66,7.66,1,3
cpu,7.31,7.31,7.31,0,3
cpu,7.81,7.81,7.81,1,3
cpu,6.63,6.63,6.63,0,3
cpu,7.75,7.75,7.75,1,3
cpu,6.75,6.75,6.75,0,3
cpu,7.84,7.84,7.84,1,3
cpu,6.81,6.81,6.81,0,3
cpu,7.81,7.81,7.81,1,3
cpu,6.77,6.77,6.77,0,3
cpu,7.55,7.55,7.55,1,3
cpu,6.60,6.60,6.60,0,3
cpu,7.79,7.79,7.79,1,3
cpu,7.19,7.19,7.19,0,3
cpu,7.76,7.76,7.76,1,3
cpu,7.25,7.25,7.25,0,3
cpu,7.79,7.79,7.79,1,3
cpu,6.72,6.72,6.72,0,3
cpu,7.80,7.80,7.80,1,3
cpu,6.78,6.78,6.78,0,3
cpu,7.85,7.85,7.85,1,3
cpu,6.51,6.51,6.51,0,3
cpu,7.80,7.80,7.80,1,3
cpu,6.58,6.58,6.58,0,3
cpu,7.79,7.79,7.79,1,3
cpu,6.76,6.76,6.76,0,3
cpu,7.27,7.27,7.27,1,3
cpu,6.99,6.99,6.99,0,3
cpu,7.84,7.84,7.84,1,3
cpu,6.71,6.71,6.71,0,3
cpu,6.84,6.84,6.84,1,3
cpu,7.31,7.31,7.31,0,3
cpu,7.85,7.85,7.85,1,3
cpu,7.16,7.16,7.16,0,3
cpu,7.12,7.12,7.12,1,3
cpu,7.19,7.19,7.19,0,3
cpu,7.67,7.67,7.67,1,3
cpu,7.10,7.10,7.10,0,3
cpu,7.69,7.69,7.69,1,3
cpu,7.02,7.02,7.02,0,3
cpu,7.10,7.10,7.10,1,3
cpu,7.08,7.08,7.08,0,3
cpu,7.48,7.48,7.48,1,3
cpu,6.80,6.80,6.80,0,3
cpu,7.78,7.78,7.78,1,3
cpu,7.10,7.10,7.10,0,3
cpu,7.87,7.87,7.87,1,3
cpu,7.19,7.19,7.19,0,3
cpu,7.67,7.67,7.67,1,3
cpu,7.06,7.06,7.06,0,3
cpu,7.93,7.93,7.93,1,3
cpu,6.65,6.65,6.65,0,3
cpu,7.32,7.32,7.32,1,3
cpu,6.70,6.70,6.70,0,3
cpu,7.71,7.71,7.71,1,3
cpu,6.72,6.72,6.72,0,3
cpu,7.66,7.66,7.66,1,3
cpu,6.77,6.77,6.77,0,3
cpu,7.79,7.79,7.79,1,3
cpu,7.05,7.05,7.05,0,3
cpu,7.83,7.83,7.83,1,3
cpu,7.09,7.09,7.09,0,3
cpu,7.39,7.39,7.39,1,3
cpu,7.01,7.01,7.01,0,3
cpu,7.59,7.59,7.59,1,3
cpu,7.20,7.20,7.20,0,3
cpu,7.14,7.14,7.14,1,3
cpu,6.45,6.45,6.45,0,3
cpu,7.64,7.64,7.64,1,3
cpu,6.64,6.64,6.64,0,3
cpu,7.59,7.59,7.59,1,3
cpu,6.73,6.73,6.73,0,3
cpu,7.79,7.79,7.79,1,3
cpu,6.55,6.55,6.55,0,3
cpu,7.69,7.69,7.69,1,3
cpu,6.45,6.45,6.45,0,3
cpu,7.77,7.77,7.77,1,3
cpu,7.01,7.01,7.01,0,3
cpu,7.37,7.37,7.37,1,3
cpu,6.63,6.63,6.63,0,3
cpu,7.61,7.61,7.61,1,3
cpu,7.14,7.14,7.14,0,3
cpu,7.19,7.19,7.19,1,3
cpu,6.65,6.65,6.65,0,3
cpu,7.43,7.43,7.43,1,3
cpu,7.08,7.08,7.08,0,3
cpu,7.73,7.73,7.73,1,3
cpu,6.77,6.77,6.77,0,3
